"eNB","cell","radio","lat","lon","lat_1_re","lon_1_re"
"24715","9","800MHz","37:34.27/540","127:04.55/700",37.575667,127.082139
"24716","0","800MHz","37:35.54/811","127:6.0/501",37.59685,127.100139
"24716","1","800MHz","37:35.54/811","127:6.0/501",37.59685,127.100139
"24716","10","800MHz","37:36.0/756","127:6.2/755",37.6126,127.100765
"24716","11","800MHz","37:34.34/89 ","127:5.22/157",37.5815,127.089488
"24716","12","1.8GHz(20M)","37:35.54/811","127:6.0/501",37.59685,127.100139
"24716","13","1.8GHz(20M)","37:36.0/756","127:6.2/755",37.6126,127.100765
"24716","14","1.8GHz(20M)","37:34.33/700","127:5.22/700",37.578333,127.089639
"24716","15","2.1GHz(20M)","37:35.54/811","127:6.0/501",37.59685,127.100139
"24716","16","2.1GHz(20M)","37:36.0/756","127:6.2/755",37.6126,127.100765
"24716","17","2.1GHz(20M)","37:34.34/89 ","127:5.22/157",37.5815,127.089488
"24716","2","800MHz","37:35.56/70 ","127:5.52/34 ",37.595,127.097872
"24716","3","1.8GHz(20M)","37:35.54/811","127:6.0/501",37.59685,127.100139
"24716","4","1.8GHz(20M)","37:35.54/811","127:6.0/501",37.59685,127.100139
"24716","5","1.8GHz(20M)","37:35.56/70 ","127:5.52/34 ",37.595,127.097872
"24716","7","2.1GHz(20M)","37:35.54/811","127:6.0/501",37.59685,127.100139
"24716","8","2.1GHz(20M)","37:35.56/70 ","127:5.52/34 ",37.595,127.097872
"24716","9","800MHz","37:35.54/811","127:6.0/501",37.59685,127.100139
"24717","0","800MHz","37:35.4/18","127:5.8/74",37.586333,127.085761
"24717","1","800MHz","37:35.11/840","127:5.39/420",37.597333,127.094283
"24717","10","800MHz","37:35.14/397","127:5.50/401",37.58995,127.097334
"24717","11","800MHz","37:35.9/540","127:5.48/290",37.592333,127.096747
"24717","12","1.8GHz(20M)","37:35.2/782","127:5.3/400",37.596367,127.084278
"24717","13","1.8GHz(20M)","37:35.14/397","127:5.50/401",37.58995,127.097334
"24717","14","1.8GHz(20M)","37:35.9/540","127:5.48/290",37.592333,127.096747
"24717","15","2.1GHz(20M)","37:35.2/782","127:5.3/400",37.596367,127.084278
"24717","16","2.1GHz(20M)","37:35.14/397","127:5.50/401",37.58995,127.097334
"24717","17","2.1GHz(20M)","37:35.9/540","127:5.48/290",37.592333,127.096747
"24717","2","800MHz","37:35.19/935","127:5.48/498",37.598917,127.096805
"24717","3","1.8GHz(20M)","37:35.4/18 ","127:5.8/74 ",37.586333,127.085761
"24717","4","1.8GHz(20M)","37:35.11/951","127:5.39/329",37.599183,127.094258
"24717","5","1.8GHz(20M)","37:35.19/935","127:5.48/498",37.598917,127.096805
"24717","6","2.1GHz(20M)","37:35.4/180","127:5.8/740",37.586333,127.085761
"24717","7","2.1GHz(20M)","37:35.11/951","127:5.39/329",37.599183,127.094258
"24717","8","2.1GHz(20M)","37:35.19/935","127:5.48/498",37.598917,127.096805
"24717","9","800MHz","37:35.2/782","127:5.3/400",37.596367,127.084278
"24718","0","800MHz","37:36.32/15 ","127:5.53/42 ",37.6025,127.098172
"24718","1","800MHz","37:36.26/23 ","127:5.49/21 ",37.603833,127.097003
"24718","10","800MHz","37:36.47/330","127:5.57/550",37.6055,127.099319
"24718","11","800MHz","37:36.22/234","127:5.55/820",37.6039,127.098839
"24718","12","1.8GHz(20M)","37:36.34/613","127:6.7/779",37.610217,127.102161
"24718","13","1.8GHz(20M)","37:36.47/33 ","127:5.58/55 ",37.6055,127.099597
"24718","14","1.8GHz(20M)","37:36.22/234","127:5.55/820",37.6039,127.098839
"24718","15","2.1GHz(20M)","37:36.34/613","127:6.7/779",37.610217,127.102161
"24718","16","2.1GHz(20M)","37:36.41/636","127:5.57/908",37.6106,127.099419
"24718","17","2.1GHz(20M)","37:36.22/234","127:5.55/820",37.6039,127.098839
"24718","2","800MHz","37:36.19/732","127:6.3/802",37.6122,127.101056
"24718","3","1.8GHz(20M)","37:36.30/15 ","127:5.57/42 ",37.6025,127.099283
"24718","4","1.8GHz(20M)","37:36.26/23 ","127:5.49/21 ",37.603833,127.097003
"24718","5","1.8GHz(20M)","37:36.19/732","127:6.5/802",37.6122,127.101612
"24718","6","2.1GHz(20M)","37:36.30/150","127:5.57/420",37.6025,127.099283
"24718","7","2.1GHz(20M)","37:36.26/230","127:5.49/210",37.603833,127.097003
"24718","8","2.1GHz(20M)","37:36.19/732","127:6.3/802",37.6122,127.101056
"24718","9","800MHz","37:36.34/613","127:6.7/779",37.610217,127.102161
"25169","0","800MHz","37:36.23/969","127:5.44/15 ",37.61615,127.095597
"25169","1","800MHz","37:36.2/11 ","127:5.46/89 ",37.601833,127.096358
"25169","10","800MHz","37:36.22/984","127:5.41/312",37.6164,127.094809
"25169","11","800MHz","37:36.20/799","127:05.29/766",37.613317,127.091602
"25169","12","1.8GHz(20M)","37:36.15/419","127:5.36/532",37.606983,127.093481
"25169","13","1.8GHz(20M)","37:36.22/984","127:5.41/312",37.6164,127.094809
"25169","14","1.8GHz(20M)","37:36.20/799","127:05.29/766",37.613317,127.091602
"25169","15","2.1GHz(20M)","37:36.15/419","127:5.36/532",37.606983,127.093481
"25169","16","2.1GHz(20M)","37:36.22/984","127:5.41/312",37.6164,127.094809
"25169","2","800MHz","37:36.29/46 ","127:5.40/28 ",37.607667,127.094522
"25169","3","1.8GHz(20M)","37:35.25/71 ","127:5.5/64 ",37.595167,127.0849
"25169","4","1.8GHz(20M)","37:36.2/11 ","127:5.46/89 ",37.601833,127.096358
"25169","5","1.8GHz(20M)","37:36.27/2  ","127:5.38/37 ",37.603333,127.093992
"25169","6","2.1GHz(20M)","37:36.23/969","127:5.44/15 ",37.61615,127.095597
"25169","7","2.1GHz(20M)","37:36.2/11 ","127:5.46/89 ",37.601833,127.096358
"25169","8","2.1GHz(20M)","37:36.28/140","127:5.36/426",37.602333,127.093452
"25169","9","800MHz","37:36.15/419","127:5.34/532",37.606983,127.092926
"25170","0","800MHz","37:35.41/842","127:04.34/212",37.597367,127.07617
"25170","1","800MHz","37:35.41/842","127:04.34/212",37.597367,127.07617
"25170","10","800MHz","37:35.39/006","127:04.28/003",37.583433,127.074445
"25170","11","800MHz","37:35.40/15 ","127:4.23/9  ",37.585833,127.073306
"25170","12","1.8GHz(20M)","37:35.42/181","127:04.30/186",37.58635,127.075052
"25170","13","1.8GHz(20M)","37:35.39/006","127:04.28/003",37.583433,127.074445
"25170","14","1.8GHz(20M)","37:35.40/15 ","127:4.23/9  ",37.585833,127.073306
"25170","17","2.1GHz(20M)","37:35.40/150","127:4.23/90 ",37.585833,127.073306
"25170","3","1.8GHz(20M)","37:35.41/842","127:04.34/212",37.597367,127.07617
"25170","4","1.8GHz(20M)","37:35.41/842","127:04.34/212",37.597367,127.07617
"25170","6","2.1GHz(20M)","37:35.41/842","127:04.34/212",37.597367,127.07617
"25170","7","2.1GHz(20M)","37:35.41/842","127:04.34/212",37.597367,127.07617
"25170","9","800MHz","37:35.42/181","127:04.30/186",37.58635,127.075052
"25411","0","800MHz","37:36.33/6  ","127:4.28/98 ",37.61,127.074717
"25411","1","800MHz","37:36.35/440","127:04.34/790",37.607333,127.076331
"25411","10","800MHz","37:36.20/80 ","127:4.48/85 ",37.613333,127.080236
"25411","11","800MHz","37:36.38/370","127:04.49/630",37.606167,127.080453
"25411","12","1.8GHz(20M)","37:36.27/84 ","127:4.24/9  ",37.614,127.073583
"25411","13","1.8GHz(20M)","37:36.20/800","127:4.48/850",37.613333,127.080236
"25411","14","1.8GHz(20M)","37:36.38/370","127:04.49/630",37.606167,127.080453
"25411","15","2.1GHz(20M)","37:36.27/840","127:4.24/900",37.614,127.073583
"25411","16","2.1GHz(20M)","37:36.20/500","127:4.48/624",37.608333,127.080173
"25411","3","1.8GHz(20M)","37:36.33/294","127:4.27/772",37.6049,127.074381
"25411","4","1.8GHz(20M)","37:36.35/440","127:04.34/790",37.607333,127.076331
"25411","6","2.1GHz(20M)","37:36.33/294","127:4.27/772",37.6049,127.074381
"25411","9","800MHz","37:36.27/73 ","127:4.24/7  ",37.612167,127.073528
"25412","1","800MHz","37:36.15/7  ","127:4.13/27 ",37.611667,127.070353
"25412","10","800MHz","37:36.5/83 ","127:4.13/48 ",37.613833,127.070411
"25412","11","800MHz","37:36.5/46 ","127:4.13/94 ",37.607667,127.070539
"25412","13","1.8GHz(20M)","37:36.5/83 ","127:4.13/48 ",37.613833,127.070411
"25412","14","1.8GHz(20M)","37:36.5/83 ","127:4.13/48 ",37.613833,127.070411
"25412","16","2.1GHz(20M)","37:36.5/830","127:4.13/480",37.613833,127.070411
"25412","17","2.1GHz(20M)","37:36.3/460","127:4.16/90 ",37.607667,127.071361
"25412","2","800MHz","37:36.15/805","127:4.15/586",37.613417,127.070996
"25412","4","1.8GHz(20M)","37:36.15/24 ","127:4.13/53 ",37.604,127.070425
"25412","5","1.8GHz(20M)","37:36.15/805","127:4.15/586",37.613417,127.070996
"25412","7","2.1GHz(20M)","37:36.15/240","127:4.13/530",37.604,127.070425
"25412","8","2.1GHz(20M)","37:36.15/805","127:4.15/586",37.613417,127.070996
"25413","0","800MHz","37:37.1/17","127:5.28/60",37.6195,127.091278
"25413","1","800MHz","37:37.0/444","127:5.38/255",37.624067,127.09396
"25413","1","800MHz","37:36.59/613","127:5.39/200",37.610217,127.094222
"25413","11","800MHz","37:36.46/877","127:05.58/855",37.614617,127.099682
"25413","12","1.8GHz(20M)","37:36.58/313","127:05.34/457",37.605217,127.092905
"25413","14","1.8GHz(20M)","37:36.46/877","127:05.58/855",37.614617,127.099682
"25413","15","2.1GHz(20M)","37:36.58/313","127:05.34/457",37.605217,127.092905
"25413","17","2.1GHz(20M)","37:36.46/877","127:05.58/855",37.614617,127.099682
"25413","2","800MHz","37:36.52/128","127:05.46/682",37.602133,127.096301
"25413","3","1.8GHz(20M)","37:37.1/17 ","127:5.28/60 ",37.6195,127.091278
"25413","4","1.8GHz(20M)","37:37.0/444","127:5.38/255",37.624067,127.09396
"25413","4","1.8GHz(20M)","37:37.0/444","127:5.38/255",37.624067,127.09396
"25413","5","1.8GHz(20M)","37:36.52/128","127:05.46/682",37.602133,127.096301
"25413","6","2.1GHz(20M)","37:37.1/173","127:5.28/604",37.61955,127.091279
"25413","7","2.1GHz(20M)","37:36.59/444","127:5.39/255",37.6074,127.094238
"25413","7","2.1GHz(20M)","37:37.0/444","127:5.38/255",37.624067,127.09396
"25413","8","2.1GHz(20M)","37:36.52/128","127:05.46/682",37.602133,127.096301
"25413","9","800MHz","37:36.58/313","127:05.34/457",37.605217,127.092905
"25414","0","800MHz","37:34.41/945","127:4.56/415",37.582417,127.082338
"25414","10","800MHz","37:34.49/200","127:5.18/800",37.57,127.088556
"25414","11","800MHz","37:34.48/757","127:05.28/356",37.579283,127.09121
"25414","12","1.8GHz(20M)","37:34.44/43 ","127:5.2/10 ",37.573833,127.083917
"25414","13","1.8GHz(20M)","37:34.49/200","127:5.18/800",37.57,127.088556
"25414","14","1.8GHz(20M)","37:34.48/757","127:05.28/356",37.579283,127.09121
"25414","15","2.1GHz(20M)","37:34.44/430","127:5.2/100",37.573833,127.083917
"25414","16","2.1GHz(20M)","37:34.49/200","127:5.18/800",37.57,127.088556
"25414","2","800MHz","37:34.49/200","127:5.18/800",37.57,127.088556
"25414","3","1.8GHz(20M)","37:34.41/945","127:4.56/415",37.582417,127.082338
"25414","4","1.8GHz(20M)","37:34.39/381","127:4.56/485",37.573017,127.082357
"25414","5","1.8GHz(20M)","37:34.49/200","127:5.18/800",37.57,127.088556
"25414","6","2.1GHz(20M)","37:34.41/945","127:4.56/415",37.582417,127.082338
"25414","8","2.1GHz(20M)","37:34.49/200","127:5.18/800",37.57,127.088556
"25414","9","800MHz","37:34.44/43 ","127:5.2/10 ",37.573833,127.083917
"25415","0","800MHz","37:35.52/375","127:05.33/115",37.589583,127.092532
"25415","1","800MHz","37:35.06/696","127:05.17/477",37.594933,127.088188
"25415","10","800MHz","37:35.12/003","127:05.13/001",37.583383,127.086945
"25415","11","800MHz","37:35.25/800","127:05.22/300",37.596667,127.089528
"25415","12","1.8GHz(20M)","37:35.18/400","127:05.29/300",37.59,127.091472
"25415","13","1.8GHz(20M)","37:35.12/003","127:05.13/001",37.583383,127.086945
"25415","14","1.8GHz(20M)","37:35.25/800","127:05.22/300",37.596667,127.089528
"25415","2","800MHz","37:35.6/390","127:4.58/850",37.589833,127.083014
"25415","3","1.8GHz(20M)","37:35.52/375","127:05.33/115",37.589583,127.092532
"25415","4","1.8GHz(20M)","37:35.06/696","127:05.17/477",37.594933,127.088188
"25415","5","1.8GHz(20M)","37:35.6/390","127:4.58/850",37.589833,127.083014
"25415","7","2.1GHz(20M)","37:35.06/700","127:05.17/600",37.595,127.088222
"25415","8","2.1GHz(20M)","37:35.6/390","127:4.58/850",37.589833,127.083014
"25415","9","800MHz","37:35.18/400","127:05.29/300",37.59,127.091472
"25416","0","800MHz","37:36.28/31 ","127:6.19/19 ",37.605167,127.105331
"25416","1","800MHz","37:35.55/690","127:6.17/140",37.594833,127.104761
"25416","10","800MHz","37:35.58/676","127:6.14/399",37.5946,127.104
"25416","11","800MHz","37:36.1/620","127:6.39/660",37.610333,127.111017
"25416","12","1.8GHz(20M)","37:35.32/522","127:04.57/300",37.592033,127.082583
"25416","13","1.8GHz(20M)","37:35.58/676","127:6.14/399",37.5946,127.104
"25416","14","1.8GHz(20M)","37:36.1/620","127:6.39/660",37.610333,127.111017
"25416","15","2.1GHz(20M)","37:35.32/522","127:04.57/300",37.592033,127.082583
"25416","16","2.1GHz(20M)","37:35.58/676","127:6.14/399",37.5946,127.104
"25416","17","2.1GHz(20M)","37:36.1/620","127:6.39/660",37.610333,127.111017
"25416","2","800MHz","37:35.49/68","127:5.41/27",37.594667,127.094797
"25416","3","1.8GHz(20M)","37:36.28/310","127:6.19/190",37.605167,127.105331
"25416","4","1.8GHz(20M)","37:35.55/690","127:6.17/140",37.594833,127.104761
"25416","5","1.8GHz(20M)","37:35.49/68 ","127:5.41/27 ",37.594667,127.094797
"25416","6","2.1GHz(20M)","37:36.28/310","127:6.19/190",37.605167,127.105331
"25416","7","2.1GHz(20M)","37:35.55/690","127:6.17/140",37.594833,127.104761
"25416","9","800MHz","37:35.32/522","127:04.57/300",37.592033,127.082583
"25417","0","800MHz","37:35.35/810","127:4.20/900",37.596833,127.072472
"25417","1","800MHz","37:35.47/14 ","127:5.36/55 ",37.585667,127.093486
"25417","10","800MHz","37:35.48/610","127:5.20/140",37.5935,127.088928
"25417","11","800MHz","37:35.40/506","127:5.10/290",37.591767,127.086192
"25417","12","1.8GHz(20M)","37:35.38/338","127:05.03/117",37.588967,127.084199
"25417","13","1.8GHz(20M)","37:35.48/610","127:5.20/140",37.5935,127.088928
"25417","14","1.8GHz(20M)","37:35.40/506","127:5.10/290",37.591767,127.086192
"25417","15","2.1GHz(20M)","37:35.38/338","127:05.03/117",37.588967,127.084199
"25417","16","2.1GHz(20M)","37:35.48/610","127:5.20/140",37.5935,127.088928
"25417","17","2.1GHz(20M)","37:35.40/506","127:5.10/290",37.591767,127.086192
"25417","2","800MHz","37:35.45/15 ","127:5.9/50 ",37.585833,127.085972
"25417","3","1.8GHz(20M)","37:35.35/810","127:4.20/900",37.596833,127.072472
"25417","4","1.8GHz(20M)","37:35.47/14 ","127:5.36/55 ",37.585667,127.093486
"25417","5","1.8GHz(20M)","37:35.45/15 ","127:5.9/50 ",37.585833,127.085972
"25417","6","2.1GHz(20M)","37:35.35/810","127:4.20/900",37.596833,127.072472
"25417","7","2.1GHz(20M)","37:35.47/140","127:5.36/550",37.585667,127.093486
"25417","8","2.1GHz(20M)","37:35.45/15 ","127:5.9/50 ",37.585833,127.085972
"25417","9","800MHz","37:35.38/338","127:05.03/117",37.588967,127.084199
"25418","0","800MHz","37:35.36/722","127:5.35/620",37.595367,127.093228
"25418","1","800MHz","37:35.36/722","127:5.35/620",37.595367,127.093228
"25418","10","800MHz","37:35.25/48 ","127:5.12/60 ",37.591333,127.086833
"25418","11","800MHz","37:35.28/489","127:5.30/644",37.591483,127.091846
"25418","12","1.8GHz(20M)","37:35.36/722","127:5.35/620",37.595367,127.093228
"25418","13","1.8GHz(20M)","37:35.25/48 ","127:5.12/60 ",37.591333,127.086833
"25418","14","1.8GHz(20M)","37:35.28/489","127:5.30/644",37.591483,127.091846
"25418","15","2.1GHz(20M)","37:35.36/722","127:5.35/620",37.595367,127.093228
"25418","16","2.1GHz(20M)","37:35.25/650","127:5.12/360",37.594167,127.086767
"25418","17","2.1GHz(20M)","37:35.28/489","127:5.30/644",37.591483,127.091846
"25418","2","800MHz","37:35.31/888","127:5.22/398",37.598133,127.089555
"25418","3","1.8GHz(20M)","37:35.36/722","127:5.35/620",37.595367,127.093228
"25418","4","1.8GHz(20M)","37:35.36/722","127:5.35/620",37.595367,127.093228
"25418","5","1.8GHz(20M)","37:35.31/888","127:5.22/398",37.598133,127.089555
"25418","6","2.1GHz(20M)","37:35.36/722","127:5.35/620",37.595367,127.093228
"25418","7","2.1GHz(20M)","37:35.36/722","127:5.35/620",37.595367,127.093228
"25418","8","2.1GHz(20M)","37:35.31/888","127:5.22/398",37.598133,127.089555
"25419","0","800MHz","37:36.11/19 ","127:4.56/8  ",37.603167,127.082444
"25419","1","800MHz","37:36.0/80 ","127:4.58/59 ",37.613333,127.082942
"25419","10","800MHz","37:35.59/49 ","127:5.4/93 ",37.5915,127.084703
"25419","11","800MHz","37:36.05/305","127:04.53/330",37.605083,127.081481
"25419","12","1.8GHz(20M)","37:36.20/73 ","127:5.0/6  ",37.612167,127.0835
"25419","13","1.8GHz(20M)","37:35.59/49 ","127:5.4/93 ",37.5915,127.084703
"25419","14","1.8GHz(20M)","37:36.05/305","127:04.53/330",37.605083,127.081481
"25419","15","2.1GHz(20M)","37:36.20/730","127:5.0/600",37.612167,127.0835
"25419","16","2.1GHz(20M)","37:35.59/490","127:5.4/930",37.5915,127.084703
"25419","17","2.1GHz(20M)","37:36.05/305","127:04.53/330",37.605083,127.081481
"25419","2","800MHz","37:36.8/100","127:5.7/500",37.601667,127.085417
"25419","3","1.8GHz(20M)","37:36.11/19 ","127:4.56/8  ",37.603167,127.082444
"25419","4","1.8GHz(20M)","37:36.0/80 ","127:4.58/59 ",37.613333,127.082942
"25419","5","1.8GHz(20M)","37:36.7/430","127:5.5/641",37.607167,127.0849
"25419","7","2.1GHz(20M)","37:36.0/800","127:4.58/590",37.613333,127.082942
"25419","8","2.1GHz(20M)","37:36.8/1  ","127:5.7/5  ",37.601667,127.085417
"25419","9","800MHz","37:36.20/73 ","127:5.0/6  ",37.612167,127.0835
"25420","0","800MHz","37:35.57/463","127:05.32/409",37.59105,127.092336
"25420","1","800MHz","37:35.49/94 ","127:5.15/75 ",37.599,127.087708
"25420","10","800MHz","37:35.56/11 ","127:5.37/95 ",37.585167,127.093875
"25420","11","800MHz","37:35.54/698","127:5.11/643",37.594967,127.086567
"25420","12","1.8GHz(20M)","37:35.57/463","127:05.32/409",37.59105,127.092336
"25420","13","1.8GHz(20M)","37:35.56/11 ","127:5.37/95 ",37.585167,127.093875
"25420","14","1.8GHz(20M)","37:35.54/698","127:5.11/643",37.594967,127.086567
"25420","15","2.1GHz(20M)","37:35.57/463","127:05.32/409",37.59105,127.092336
"25420","16","2.1GHz(20M)","37:35.56/111","127:5.37/955",37.585183,127.093876
"25420","17","2.1GHz(20M)","37:35.54/698","127:5.11/643",37.594967,127.086567
"25420","2","800MHz","37:36.1/76 ","127:5.14/28 ",37.612667,127.0873
"25420","3","1.8GHz(20M)","37:35.57/463","127:05.32/409",37.59105,127.092336
"25420","4","1.8GHz(20M)","37:35.49/94 ","127:5.15/75 ",37.599,127.087708
"25420","5","1.8GHz(20M)","37:36.1/76 ","127:5.14/28 ",37.612667,127.0873
"25420","6","2.1GHz(20M)","37:35.57/463","127:05.32/409",37.59105,127.092336
"25420","7","2.1GHz(20M)","37:35.49/940","127:5.15/750",37.599,127.087708
"25420","8","2.1GHz(20M)","37:36.1/760","127:5.14/280",37.612667,127.0873
"25420","9","800MHz","37:35.57/463","127:05.32/409",37.59105,127.092336
"25421","0","800MHz","37:35.32/520","127:5.9/960",37.592,127.0861
"25421","1","800MHz","37:35.50/013","127:05.09/166",37.58355,127.085879
"25421","10","800MHz","37:35.50/013","127:05.09/166",37.58355,127.085879
"25421","11","800MHz","37:36.14/88 ","127:5.24/24 ",37.614667,127.090067
"25421","12","1.8GHz(20M)","37:36.7/37 ","127:5.31/17 ",37.606167,127.091992
"25421","13","1.8GHz(20M)","37:35.50/013","127:05.09/166",37.58355,127.085879
"25421","14","1.8GHz(20M)","37:36.13/52 ","127:5.26/84 ",37.608667,127.090789
"25421","15","2.1GHz(20M)","37:36.7/370","127:5.31/170",37.606167,127.091992
"25421","16","2.1GHz(20M)","37:35.50/013","127:05.09/166",37.58355,127.085879
"25421","17","2.1GHz(20M)","37:36.13/520","127:5.26/840",37.608667,127.090789
"25421","2","800MHz","37:36.10/388","127:5.15/465",37.606467,127.087629
"25421","3","1.8GHz(20M)","37:35.32/52","127:5.9/96",37.592,127.0861
"25421","4","1.8GHz(20M)","37:35.50/013","127:05.09/166",37.58355,127.085879
"25421","5","1.8GHz(20M)","37:36.10/388","127:5.15/465",37.606467,127.087629
"25421","6","2.1GHz(20M)","37:35.32/52 ","127:5.9/96 ",37.592,127.0861
"25421","7","2.1GHz(20M)","37:35.50/013","127:05.09/166",37.58355,127.085879
"25421","8","2.1GHz(20M)","37:36.10/388","127:5.15/465",37.606467,127.087629
"25421","9","800MHz","37:36.7/37 ","127:5.31/17 ",37.606167,127.091992
"25428","0","800MHz","37:36.27/103","127:4.40/678",37.601717,127.077966
"25428","1","800MHz","37:36.42/43 ","127:4.27/9  ",37.607167,127.074417
"25428","10","800MHz","37:36.44/150","127:4.23/280",37.6025,127.073133
"25428","11","800MHz","37:36.19/16 ","127:4.31/54 ",37.602667,127.075428
"25428","12","1.8GHz(20M)","37:36.25/79 ","127:4.35/21 ",37.613167,127.076447
"25428","13","1.8GHz(20M)","37:36.44/15 ","127:4.23/28 ",37.6025,127.073133
"25428","14","1.8GHz(20M)","37:36.19/160","127:4.31/540",37.602667,127.075428
"25428","16","2.1GHz(20M)","37:36.44/150","127:4.23/280",37.6025,127.073133
"25428","17","2.1GHz(20M)","37:36.19/160","127:4.31/540",37.602667,127.075428
"25428","2","800MHz","37:36.17/96 ","127:4.27/4  ",37.616,127.074278
"25428","3","1.8GHz(20M)","37:36.27/103","127:4.40/678",37.601717,127.077966
"25428","4","1.8GHz(20M)","37:36.42/55 ","127:4.27/67 ",37.609167,127.074353
"25428","5","1.8GHz(20M)","37:36.17/96 ","127:4.26/4  ",37.616,127.074
"25428","6","2.1GHz(20M)","37:36.27/103","127:4.40/678",37.601717,127.077966
"25428","7","2.1GHz(20M)","37:36.42/55 ","127:4.27/67 ",37.609167,127.074353
"25428","9","800MHz","37:36.25/79 ","127:4.35/21 ",37.613167,127.076447
"25429","0","800MHz","37:35.51/7  ","127:4.42/77 ",37.595,127.078547
"25429","1","800MHz","37:36.17/13","127:4.45/124",37.602167,127.079201
"25429","10","800MHz","37:36.6/10 ","127:4.34/88 ",37.601667,127.076356
"25429","11","800MHz","37:36.1/200","127:4.26/500",37.603333,127.074028
"25429","12","1.8GHz(20M)","37:35.56/53","127:4.46/36",37.592167,127.079544
"25429","13","1.8GHz(20M)","37:36.6/10 ","127:4.34/88 ",37.601667,127.076356
"25429","14","1.8GHz(20M)","37:36.1/20 ","127:4.26/50 ",37.603333,127.074028
"25429","15","2.1GHz(20M)","37:35.56/530","127:4.46/360",37.592167,127.079544
"25429","17","2.1GHz(20M)","37:36.1/200","127:4.26/500",37.603333,127.074028
"25429","2","800MHz","37:36.8/39","127:4.40/18",37.6065,127.077828
"25429","3","1.8GHz(20M)","37:35.51/7  ","127:4.42/77 ",37.595,127.078547
"25429","4","1.8GHz(20M)","37:36.17/13 ","127:4.45/124",37.602167,127.079201
"25429","5","1.8GHz(20M)","37:36.8/39 ","127:4.40/18 ",37.6065,127.077828
"25429","6","2.1GHz(20M)","37:35.51/700","127:4.42/770",37.595,127.078547
"25429","7","2.1GHz(20M)","37:36.17/13 ","127:4.45/124",37.602167,127.079201
"25429","8","2.1GHz(20M)","37:36.8/390","127:4.40/180",37.6065,127.077828
"25429","9","800MHz","37:35.56/53","127:4.46/36",37.592167,127.079544
"25430","0","800MHz","37:35.59/99 ","127:4.36/99 ",37.599833,127.076942
"25430","1","800MHz","37:35.39/071","127:04.16/994",37.584517,127.071387
"25430","10","800MHz","37:35.40/49 ","127:4.19/28 ",37.5915,127.072022
"25430","11","800MHz","37:35.54/30 ","127:4.37/86 ",37.588333,127.077183
"25430","12","1.8GHz(20M)","37:35.45/830","127:4.35/90 ",37.597167,127.076639
"25430","13","1.8GHz(20M)","37:35.40/49 ","127:4.19/28 ",37.5915,127.072022
"25430","14","1.8GHz(20M)","37:35.54/30 ","127:4.36/86 ",37.588333,127.076906
"25430","15","2.1GHz(20M)","37:35.45/830","127:4.35/900",37.597167,127.076639
"25430","16","2.1GHz(20M)","37:35.40/490","127:4.19/280",37.5915,127.072022
"25430","17","2.1GHz(20M)","37:35.54/300","127:4.36/860",37.588333,127.076906
"25430","2","800MHz","37:35.48/68 ","127:4.31/9  ",37.594667,127.075528
"25430","3","1.8GHz(20M)","37:35.59/99","127:4.36/99",37.599833,127.076942
"25430","4","1.8GHz(20M)","37:35.39/071","127:04.16/994",37.584517,127.071387
"25430","5","1.8GHz(20M)","37:35.48/68 ","127:4.31/9  ",37.594667,127.075528
"25430","6","2.1GHz(20M)","37:35.59/990","127:4.36/990",37.599833,127.076942
"25430","8","2.1GHz(20M)","37:35.48/680","127:4.31/90 ",37.594667,127.075528
"25430","9","800MHz","37:35.45/830","127:4.39/90 ",37.597167,127.07775
"25431","0","800MHz","37:34.43/43 ","127:5.18/56 ",37.573833,127.088489
"25431","1","800MHz","37:34.45/41 ","127:5.44/92 ",37.5735,127.095811
"25431","10","800MHz","37:34.55/42","127:5.35/36",37.573667,127.093156
"25431","11","800MHz","37:36.3/69 ","127:6.23/529",37.6115,127.106536
"25431","12","1.8GHz(20M)","37:34.53/80 ","127:5.39/390",37.58,127.094275
"25431","13","1.8GHz(20M)","37:34.55/42 ","127:5.35/36 ",37.573667,127.093156
"25431","14","1.8GHz(20M)","37:36.3/200","127:6.22/960",37.603333,127.106378
"25431","16","2.1GHz(20M)","37:34.55/420","127:5.35/360",37.573667,127.093156
"25431","17","2.1GHz(20M)","37:36.3/21 ","127:6.22/96 ",37.6035,127.106378
"25431","2","800MHz","37:36.20/46 ","127:6.27/89 ",37.607667,127.107747
"25431","3","1.8GHz(20M)","37:34.43/59 ","127:5.18/70 ",37.5765,127.088528
"25431","4","1.8GHz(20M)","37:34.45/41 ","127:5.44/92 ",37.5735,127.095811
"25431","5","1.8GHz(20M)","37:36.20/46 ","127:6.27/129",37.607667,127.107536
"25431","6","2.1GHz(20M)","37:35.12/911","127:5.30/634",37.598517,127.091843
"25431","7","2.1GHz(20M)","37:34.45/41 ","127:5.44/92 ",37.5735,127.095811
"25431","8","2.1GHz(20M)","37:36.21/466","127:6.27/129",37.607767,127.107536
"25431","9","800MHz","37:34.53/8  ","127:5.39/39 ",37.58,127.094275
"25432","0","800MHz","37:34.34/37 ","127:5.9/6  ",37.572833,127.086
"25432","1","800MHz","37:34.33/89 ","127:5.1/78 ",37.5815,127.083828
"25432","10","800MHz","37:34.38/62 ","127:5.9/51 ",37.577,127.085975
"25432","12","1.8GHz(20M)","37:34.34/37 ","127:5.9/69 ",37.572833,127.086025
