,complexinfo,FREQUENCY,CELL_ID,ConnNoAvg,ConnNoMax,ConnNoTot,ConnNoCnt,ReleaseCallHoldingTimeAvg,ReleaseCallHoldingTimeTot,ReleaseCallHoldingTimeCnt,eNB,time
23,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),800MHz,cNum0,17.15,27,2573,150,19.39,4537,234,1-26507,09:10
24,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),2.1GHz(20M),cNum8,16.16,27,2424,150,18.8,4041,215,1-26507,09:10
25,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),1.8GHz(20M),cNum3,28.97,39,4345,150,18.42,8545,464,1-26507,09:10
26,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),800MHz,cNum9,16.66,24,2499,150,25.73,6535,254,1-26507,09:10
27,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),800MHz,cNum11,4.69,9,703,150,13.97,908,65,1-26507,09:10
28,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),1.8GHz(20M),cNum12,21.87,31,3281,150,12.94,5461,422,1-26507,09:10
29,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),1.8GHz(20M),cNum14,9.84,15,1476,150,13.93,2619,188,1-26507,09:10
30,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),1.8GHz(20M),cNum5,13.99,23,2099,150,21.8,4163,191,1-26507,09:10
31,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),800MHz,cNum2,9.01,15,1352,150,19.4,2774,143,1-26507,09:10
32,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),2.1GHz(20M),cNum17,7.86,13,1179,150,45.29,6205,137,1-26507,09:10
33,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),2.1GHz(20M),cNum16,49.51,67,7427,150,14.93,13941,934,1-26507,09:10
34,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),1.8GHz(20M),cNum4,32.97,44,4945,150,22.72,10268,452,1-26507,09:10
35,S동대문제기_동대문구B1LDN_10(1-26507):(09:05-09:10),1.8GHz(20M),cNum13,32.11,42,4817,150,15.6,9423,604,1-26507,09:10
36,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),800MHz,cNum10,16.07,21,2410,150,14.39,4374,304,1-26507,09:15
37,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),2.1GHz(20M),cNum7,44.5,60,6675,150,21.44,13185,615,1-26507,09:15
38,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),800MHz,cNum1,6.02,15,903,150,15.16,1758,116,1-26507,09:15
39,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),2.1GHz(20M),cNum6,25.47,32,3821,150,13.84,6475,468,1-26507,09:15
40,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),2.1GHz(20M),cNum16,51.71,64,7756,150,15.27,15577,1020,1-26507,09:15
41,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),800MHz,cNum9,18.61,32,2791,150,23.86,5798,243,1-26507,09:15
42,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),1.8GHz(20M),cNum4,31.3,44,4695,150,22.94,10417,454,1-26507,09:15
43,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),800MHz,cNum2,13.67,22,2050,150,21.78,3507,161,1-26507,09:15
44,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),1.8GHz(20M),cNum3,25.61,36,3842,150,21.79,9586,440,1-26507,09:15
45,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),800MHz,cNum11,3.33,7,500,150,390.83,25795,66,1-26507,09:15
46,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),800MHz,cNum0,18.83,27,2825,150,19.52,5017,257,1-26507,09:15
47,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),1.8GHz(20M),cNum12,25.55,37,3832,150,19.07,9308,488,1-26507,09:15
48,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),1.8GHz(20M),cNum5,15.0,22,2250,150,20.22,3721,184,1-26507,09:15
49,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),1.8GHz(20M),cNum14,10.25,20,1537,150,16.72,2910,174,1-26507,09:15
50,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),2.1GHz(20M),cNum15,20.4,29,3060,150,16.43,5224,318,1-26507,09:15
51,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),1.8GHz(20M),cNum13,30.78,44,4617,150,15.15,9285,613,1-26507,09:15
52,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),2.1GHz(20M),cNum8,17.1,28,2565,150,22.37,4586,205,1-26507,09:15
53,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),2.1GHz(20M),cNum17,7.25,14,1088,150,16.67,2284,137,1-26507,09:15
54,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum12,28.17,40,4225,150,16.29,7249,445,1-26507,09:20
55,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum5,14.81,22,2221,150,21.61,3566,165,1-26507,09:20
56,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum3,22.92,34,3438,150,16.59,6422,387,1-26507,09:20
57,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum11,3.85,9,577,150,12.32,973,79,1-26507,09:20
58,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum10,17.2,24,2580,150,14.82,3765,254,1-26507,09:20
59,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum2,13.67,21,2050,150,32.84,5090,155,1-26507,09:20
60,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum1,6.29,13,943,150,17.43,1970,113,1-26507,09:20
61,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum0,17.47,26,2620,150,22.63,5589,247,1-26507,09:20
62,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum15,19.31,29,2896,150,15.08,5051,335,1-26507,09:20
63,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum8,11.81,20,1772,150,18.77,3323,177,1-26507,09:20
64,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum14,9.71,16,1457,150,13.47,2398,178,1-26507,09:20
65,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum7,37.68,53,5652,150,23.23,12105,521,1-26507,09:20
66,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum6,27.13,43,4069,150,17.66,7186,407,1-26507,09:20
67,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum4,27.88,44,4182,150,18.97,7855,414,1-26507,09:20
68,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum9,22.03,29,3304,150,22.51,6077,270,1-26507,09:20
69,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum17,7.61,14,1142,150,16.07,2185,136,1-26507,09:20
70,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum13,34.47,48,5170,150,17.8,11377,639,1-26507,09:20
71,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum16,45.53,60,6830,150,15.71,13240,843,1-26507,09:20
72,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum15,16.89,26,2533,150,13.8,4126,299,1-26507,09:25
73,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum12,24.98,34,3747,150,15.32,6174,403,1-26507,09:25
74,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum5,15.96,27,2394,150,23.41,4167,178,1-26507,09:25
75,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum4,30.02,40,4503,150,25.16,10391,413,1-26507,09:25
76,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum3,25.73,36,3859,150,16.47,7495,455,1-26507,09:25
77,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum11,5.07,9,760,150,13.49,1228,91,1-26507,09:25
78,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum0,15.65,23,2347,150,16.83,3872,230,1-26507,09:25
79,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum8,11.43,18,1715,150,18.19,2692,148,1-26507,09:25
80,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum6,26.99,42,4048,150,18.24,7387,405,1-26507,09:25
81,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum7,40.59,61,6088,150,19.42,11809,608,1-26507,09:25
82,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum10,20.15,28,3023,150,19.61,5766,294,1-26507,09:25
83,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum14,10.03,17,1505,150,18.08,2820,156,1-26507,09:25
84,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum13,27.47,38,4120,150,16.55,8357,505,1-26507,09:25
85,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum9,17.55,23,2632,150,20.77,6002,289,1-26507,09:25
86,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum2,9.99,17,1499,150,26.71,3846,144,1-26507,09:25
87,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum1,9.37,15,1406,150,20.82,3102,149,1-26507,09:25
88,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum17,7.41,16,1112,150,13.46,1979,147,1-26507,09:25
89,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum16,47.65,67,7147,150,15.21,14660,964,1-26507,09:25
90,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum11,5.13,10,769,150,14.62,1126,77,1-26507,09:30
91,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum8,10.85,21,1627,150,22.56,2955,131,1-26507,09:30
92,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum4,29.35,40,4402,150,21.58,9236,428,1-26507,09:30
93,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum14,11.71,23,1756,150,19.44,3246,167,1-26507,09:30
94,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum16,46.23,58,6934,150,14.51,13075,901,1-26507,09:30
95,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum13,26.77,36,4016,150,15.18,7907,521,1-26507,09:30
96,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum5,13.53,20,2029,150,19.33,2841,147,1-26507,09:30
97,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum6,26.51,37,3976,150,16.01,7027,439,1-26507,09:30
98,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum2,9.85,15,1477,150,19.97,2576,129,1-26507,09:30
99,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum9,16.74,29,2511,150,13.5,2916,216,1-26507,09:30
100,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum1,7.24,15,1086,150,26.68,2988,112,1-26507,09:30
101,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum7,36.08,53,5412,150,19.71,10902,553,1-26507,09:30
102,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum17,8.08,17,1212,150,15.11,2403,159,1-26507,09:30
103,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum0,17.93,27,2689,150,20.08,5443,271,1-26507,09:30
104,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum3,25.34,36,3801,150,17.14,7235,422,1-26507,09:30
105,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum15,14.25,23,2137,150,13.0,3537,272,1-26507,09:30
106,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum12,22.76,32,3414,150,16.3,5656,347,1-26507,09:30
107,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum10,18.63,25,2795,150,18.68,4726,253,1-26507,09:30
108,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum12,24.56,33,3684,150,18.5,7417,401,1-26507,09:35
109,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum13,29.45,43,4418,150,14.42,8592,596,1-26507,09:35
110,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum11,4.95,12,742,150,22.91,2016,88,1-26507,09:35
111,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum4,31.75,44,4763,150,19.09,9601,503,1-26507,09:35
112,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum7,39.8,49,5970,150,21.3,12227,574,1-26507,09:35
113,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum3,25.21,35,3782,150,15.33,6425,419,1-26507,09:35
114,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum8,11.58,22,1737,150,17.2,2511,146,1-26507,09:35
115,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum9,19.14,29,2871,150,23.6,5215,221,1-26507,09:35
116,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum2,10.33,15,1549,150,15.52,2390,154,1-26507,09:35
117,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum1,9.09,15,1364,150,17.94,2368,132,1-26507,09:35
118,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum10,21.37,31,3205,150,15.05,5088,338,1-26507,09:35
119,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum0,16.28,30,2442,150,15.23,4646,305,1-26507,09:35
120,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum14,11.97,18,1795,150,15.64,2721,174,1-26507,09:35
121,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum6,28.95,39,4342,150,20.74,9954,480,1-26507,09:35
122,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum17,11.97,20,1795,150,17.03,3371,198,1-26507,09:35
123,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum16,38.71,48,5806,150,13.65,10903,799,1-26507,09:35
124,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum15,16.23,27,2434,150,15.49,4199,271,1-26507,09:35
125,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum5,11.86,22,1779,150,23.35,3246,139,1-26507,09:35
126,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum4,35.46,48,5319,150,19.58,10340,528,1-26507,09:40
127,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum3,28.73,41,4310,150,17.81,7747,435,1-26507,09:40
128,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum9,16.43,25,2465,150,15.09,3183,211,1-26507,09:40
129,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum0,17.63,28,2644,150,15.42,4348,282,1-26507,09:40
130,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum5,9.03,17,1355,150,29.93,3622,121,1-26507,09:40
131,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum17,12.43,18,1864,150,17.97,3396,189,1-26507,09:40
132,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum8,11.73,19,1759,150,20.98,3084,147,1-26507,09:40
133,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum7,46.89,68,7034,150,20.42,14010,686,1-26507,09:40
134,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum6,26.61,37,3991,150,15.57,7115,457,1-26507,09:40
135,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum14,11.67,20,1750,150,20.98,3378,161,1-26507,09:40
136,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum13,32.52,50,4878,150,17.49,9569,547,1-26507,09:40
137,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum11,4.04,9,606,150,14.42,1024,71,1-26507,09:40
138,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum10,18.28,26,2742,150,22.29,6620,297,1-26507,09:40
139,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum2,12.02,19,1803,150,21.83,3798,174,1-26507,09:40
140,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum1,10.64,17,1596,150,23.18,3129,135,1-26507,09:40
141,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum16,42.18,64,6327,150,13.89,11210,807,1-26507,09:40
142,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum12,22.41,31,3361,150,17.75,6498,366,1-26507,09:40
143,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum15,16.6,25,2490,150,14.95,4364,292,1-26507,09:40
144,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum15,17.26,28,2589,150,14.94,4319,289,1-26507,09:45
145,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum12,19.97,28,2996,150,15.43,5184,336,1-26507,09:45
146,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum2,12.71,19,1906,150,29.26,4506,154,1-26507,09:45
147,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum14,12.04,18,1806,150,17.73,2890,163,1-26507,09:45
148,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum10,16.86,28,2529,150,17.5,5794,331,1-26507,09:45
149,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum6,26.41,38,3961,150,16.76,7474,446,1-26507,09:45
150,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum13,26.77,42,4015,150,14.97,8337,557,1-26507,09:45
151,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum7,41.83,61,6274,150,20.05,12694,633,1-26507,09:45
152,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum8,10.05,17,1507,150,18.98,2429,128,1-26507,09:45
153,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum16,37.93,46,5689,150,13.9,10412,749,1-26507,09:45
154,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum17,7.99,14,1198,150,19.85,2600,131,1-26507,09:45
155,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum5,11.45,20,1718,150,20.57,2654,129,1-26507,09:45
156,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum0,19.47,26,2920,150,25.6,7245,283,1-26507,09:45
157,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum9,16.62,23,2493,150,20.63,4311,209,1-26507,09:45
158,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum11,3.86,8,579,150,16.24,893,55,1-26507,09:45
159,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum3,32.42,40,4863,150,26.13,11913,456,1-26507,09:45
160,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum4,31.23,50,4684,150,20.25,9475,468,1-26507,09:45
161,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum1,9.97,15,1496,150,24.41,2929,120,1-26507,09:45
162,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum8,11.61,19,1741,150,22.63,3463,153,1-26507,09:50
163,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum16,36.12,51,5418,150,16.32,12160,745,1-26507,09:50
164,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum2,9.72,16,1458,150,21.26,3062,144,1-26507,09:50
165,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum9,16.17,22,2425,150,15.97,3401,213,1-26507,09:50
166,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum14,14.15,21,2123,150,15.7,3359,214,1-26507,09:50
167,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum3,29.43,41,4414,150,19.93,9565,480,1-26507,09:50
168,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum4,26.4,37,3960,150,20.76,8762,422,1-26507,09:50
169,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum13,24.07,34,3611,150,14.91,7352,493,1-26507,09:50
170,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum6,27.77,39,4166,150,18.74,8903,475,1-26507,09:50
171,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum7,29.89,42,4484,150,15.6,7972,511,1-26507,09:50
172,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum15,16.99,25,2548,150,14.5,4191,289,1-26507,09:50
173,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum17,9.23,15,1384,150,16.94,2101,124,1-26507,09:50
174,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum5,12.61,23,1892,150,22.71,3088,136,1-26507,09:50
175,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum0,23.51,35,3527,150,22.35,7174,321,1-26507,09:50
176,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum1,10.37,18,1556,150,19.45,2743,141,1-26507,09:50
177,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum10,14.91,20,2236,150,14.05,3766,268,1-26507,09:50
