,complexinfo,FREQUENCY,CELL_ID,ConnNoAvg,ConnNoMax,ConnNoTot,ConnNoCnt,ReleaseCallHoldingTimeAvg,ReleaseCallHoldingTimeTot,ReleaseCallHoldingTimeCnt,eNB,time
42,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),800MHz,cNum11,7.99,16,1198,150,27.21,2775,102,1-26507,09:15
43,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),1.8GHz(20M),cNum3,23.31,34,3497,150,17.41,6860,394,1-26507,09:15
44,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),1.8GHz(20M),cNum5,13.44,20,2016,150,21.04,3430,163,1-26507,09:15
45,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),800MHz,cNum9,19.47,33,2921,150,21.47,6139,286,1-26507,09:15
46,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),2.1GHz(20M),cNum8,15.76,24,2364,150,21.76,4373,201,1-26507,09:15
47,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),2.1GHz(20M),cNum7,33.84,47,5076,150,26.6,13062,491,1-26507,09:15
48,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),800MHz,cNum2,8.75,16,1312,150,20.96,2369,113,1-26507,09:15
49,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),2.1GHz(20M),cNum6,31.08,38,4662,150,18.97,8157,430,1-26507,09:15
50,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),1.8GHz(20M),cNum14,14.27,26,2141,150,23.65,4493,190,1-26507,09:15
51,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),1.8GHz(20M),cNum13,35.74,56,5361,150,16.23,10514,648,1-26507,09:15
52,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),1.8GHz(20M),cNum12,20.25,30,3038,150,13.09,4963,379,1-26507,09:15
53,S동대문제기_동대문구B1LDN_10(1-26507):(09:10-09:15),2.1GHz(20M),cNum15,17.16,25,2574,150,15.5,4866,314,1-26507,09:15
54,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum16,40.93,58,6140,150,13.85,11234,811,1-26507,09:20
55,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum17,12.46,19,1869,150,16.6,3022,182,1-26507,09:20
56,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum4,27.01,40,4051,150,21.43,8956,418,1-26507,09:20
57,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum6,26.78,37,4017,150,17.8,7583,426,1-26507,09:20
58,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum7,28.24,45,4236,150,22.27,9288,417,1-26507,09:20
59,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum14,13.49,22,2024,150,19.05,3352,176,1-26507,09:20
60,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum8,15.09,24,2264,150,22.34,3664,164,1-26507,09:20
61,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum15,18.45,27,2767,150,15.56,4653,299,1-26507,09:20
62,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum9,19.35,27,2903,150,16.94,4454,263,1-26507,09:20
63,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum0,17.81,26,2672,150,18.79,5035,268,1-26507,09:20
64,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum1,7.2,12,1080,150,15.12,1588,105,1-26507,09:20
65,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum2,7.9,13,1185,150,37.63,3914,104,1-26507,09:20
66,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum10,14.53,21,2179,150,12.3,3332,271,1-26507,09:20
67,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum11,5.11,9,766,150,22.44,1773,79,1-26507,09:20
68,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum3,24.11,33,3616,150,14.97,6662,445,1-26507,09:20
69,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum5,10.52,16,1578,150,18.57,2600,140,1-26507,09:20
70,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum12,20.29,33,3043,150,14.54,5756,396,1-26507,09:20
71,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum13,32.61,46,4892,150,16.35,9467,579,1-26507,09:20
72,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum16,35.61,49,5342,150,13.07,9713,743,1-26507,09:25
73,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum17,14.08,23,2112,150,15.95,2902,182,1-26507,09:25
74,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum12,26.41,40,3962,150,14.9,6137,412,1-26507,09:25
75,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum5,11.15,19,1672,150,20.24,2935,145,1-26507,09:25
76,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum4,27.04,37,4056,150,20.98,7762,370,1-26507,09:25
77,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum3,21.69,31,3253,150,23.53,9859,419,1-26507,09:25
78,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum11,5.98,13,897,150,21.31,1982,93,1-26507,09:25
79,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum0,16.51,23,2476,150,18.69,5177,277,1-26507,09:25
80,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum9,18.75,28,2813,150,22.37,6443,288,1-26507,09:25
81,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum2,8.11,14,1216,150,18.42,2174,118,1-26507,09:25
82,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum1,6.42,13,963,150,28.51,3307,116,1-26507,09:25
83,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum8,13.55,27,2032,150,17.64,3475,197,1-26507,09:25
84,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum6,21.81,29,3272,150,16.56,6394,386,1-26507,09:25
85,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum15,16.44,31,2466,150,14.48,3967,274,1-26507,09:25
86,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum7,25.27,35,3791,150,16.94,7574,447,1-26507,09:25
87,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum14,13.47,22,2021,150,18.11,3079,170,1-26507,09:25
88,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum13,27.43,44,4115,150,14.56,7659,526,1-26507,09:25
89,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum10,14.73,22,2209,150,12.04,3481,289,1-26507,09:25
90,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum4,26.21,41,3932,150,25.28,9328,369,1-26507,09:30
91,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum12,27.95,43,4193,150,17.33,6636,383,1-26507,09:30
92,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum5,12.95,20,1943,150,22.33,3417,153,1-26507,09:30
93,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum15,14.67,23,2201,150,15.64,3426,219,1-26507,09:30
94,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum2,9.3,14,1395,150,30.52,4426,145,1-26507,09:30
95,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum8,13.25,21,1987,150,18.6,3013,162,1-26507,09:30
96,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum7,25.63,39,3844,150,17.9,7698,430,1-26507,09:30
97,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum9,21.38,30,3207,150,18.53,4947,267,1-26507,09:30
98,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum14,14.71,21,2207,150,30.2,5798,192,1-26507,09:30
99,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum1,6.1,13,915,150,18.67,1680,90,1-26507,09:30
100,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum13,28.01,41,4202,150,15.44,7889,511,1-26507,09:30
101,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum0,17.59,24,2639,150,18.2,4442,244,1-26507,09:30
102,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum3,24.81,34,3721,150,16.7,7600,455,1-26507,09:30
103,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum11,5.03,10,754,150,18.54,1743,94,1-26507,09:30
104,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum10,13.6,23,2040,150,14.06,3486,248,1-26507,09:30
105,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum16,36.55,49,5482,150,13.95,10799,774,1-26507,09:30
106,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum17,13.03,20,1955,150,26.32,4659,177,1-26507,09:30
107,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum6,24.24,34,3636,150,18.27,7454,408,1-26507,09:30
108,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum0,18.52,27,2778,150,20.59,5643,274,1-26507,09:35
109,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum12,25.45,35,3818,150,14.73,5435,369,1-26507,09:35
110,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum5,12.43,20,1864,150,19.94,2612,131,1-26507,09:35
111,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum4,24.41,36,3661,150,17.71,6802,384,1-26507,09:35
112,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum3,27.95,41,4192,150,18.4,7874,428,1-26507,09:35
113,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum9,20.18,26,3027,150,28.6,7035,246,1-26507,09:35
114,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum2,9.26,16,1389,150,18.15,2486,137,1-26507,09:35
115,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum1,7.19,13,1078,150,21.41,2526,118,1-26507,09:35
116,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum17,11.86,20,1779,150,19.85,3612,182,1-26507,09:35
117,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum16,36.31,49,5446,150,14.13,11053,782,1-26507,09:35
118,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum15,14.77,21,2215,150,14.35,3788,264,1-26507,09:35
119,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum7,27.25,40,4088,150,20.19,8825,437,1-26507,09:35
120,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum8,13.35,21,2002,150,19.63,3454,176,1-26507,09:35
121,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum6,25.26,34,3789,150,20.26,9440,466,1-26507,09:35
122,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum14,16.32,20,2448,150,30.84,6260,203,1-26507,09:35
123,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum13,28.57,43,4286,150,20.1,10211,508,1-26507,09:35
124,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum11,4.53,8,680,150,12.92,1124,87,1-26507,09:35
125,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum10,16.47,24,2470,150,12.78,3706,290,1-26507,09:35
126,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum7,24.91,38,3737,150,17.78,7895,444,1-26507,09:40
127,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum16,36.78,54,5517,150,13.3,9897,744,1-26507,09:40
128,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum6,24.85,33,3728,150,16.17,7537,466,1-26507,09:40
129,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum14,13.31,20,1997,150,22.57,4221,187,1-26507,09:40
130,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum13,29.27,46,4391,150,15.15,8545,564,1-26507,09:40
131,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum15,18.95,29,2842,150,16.32,4782,293,1-26507,09:40
132,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum1,8.26,16,1239,150,22.42,3228,144,1-26507,09:40
133,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum17,12.67,21,1900,150,16.41,3168,193,1-26507,09:40
134,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum3,25.05,32,3757,150,16.85,7433,441,1-26507,09:40
135,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum4,25.49,41,3824,150,23.13,8443,365,1-26507,09:40
136,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum5,13.35,23,2002,150,18.59,2659,143,1-26507,09:40
137,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum11,4.39,8,659,150,20.45,1268,62,1-26507,09:40
138,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum9,21.32,28,3198,150,23.96,6301,263,1-26507,09:40
139,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum10,15.7,21,2355,150,16.23,4592,283,1-26507,09:40
140,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum8,13.44,22,2016,150,17.21,2754,160,1-26507,09:40
141,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum0,18.02,26,2703,150,18.56,4975,268,1-26507,09:40
142,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum12,25.64,33,3846,150,19.19,6216,324,1-26507,09:40
143,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum2,7.37,14,1106,150,16.98,2224,131,1-26507,09:40
144,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum0,19.31,28,2896,150,16.18,4045,250,1-26507,09:45
145,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum12,27.34,39,4101,150,20.94,7432,355,1-26507,09:45
146,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum4,25.36,37,3804,150,23.16,9425,407,1-26507,09:45
147,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum3,24.96,40,3744,150,16.38,7796,476,1-26507,09:45
148,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum11,5.18,11,777,150,18.51,1573,85,1-26507,09:45
149,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum9,19.25,28,2887,150,18.82,4781,254,1-26507,09:45
150,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum2,9.87,14,1480,150,19.9,3005,151,1-26507,09:45
151,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum1,5.3,10,795,150,15.94,1435,90,1-26507,09:45
152,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum17,12.57,18,1886,150,20.71,3479,168,1-26507,09:45
153,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum16,37.63,53,5644,150,14.05,11167,795,1-26507,09:45
154,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum8,13.11,20,1967,150,22.43,3185,142,1-26507,09:45
155,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum7,26.23,43,3934,150,19.36,8693,449,1-26507,09:45
156,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum13,24.77,35,3716,150,14.64,7554,516,1-26507,09:45
157,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum15,18.15,29,2723,150,17.2,4903,285,1-26507,09:45
158,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum6,21.46,33,3219,150,14.49,6071,419,1-26507,09:45
159,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum14,15.49,21,2324,150,22.69,4401,194,1-26507,09:45
160,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum5,13.65,19,2048,150,35.11,5337,152,1-26507,09:45
161,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum10,15.32,25,2298,150,19.32,5700,295,1-26507,09:45
162,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum9,15.57,22,2335,150,19.93,4923,247,1-26507,09:50
163,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum16,40.33,59,6049,150,13.69,10949,800,1-26507,09:50
164,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum2,10.86,16,1629,150,24.49,3723,152,1-26507,09:50
165,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum6,22.55,30,3382,150,16.77,7129,425,1-26507,09:50
166,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum13,28.77,38,4315,150,15.29,8210,537,1-26507,09:50
167,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum10,14.0,22,2100,150,11.95,3107,260,1-26507,09:50
168,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum11,6.91,11,1036,150,21.13,1775,84,1-26507,09:50
169,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum8,10.53,19,1579,150,49.77,6171,124,1-26507,09:50
170,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum17,11.19,20,1679,150,20.48,2887,141,1-26507,09:50
171,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum14,14.72,23,2208,150,26.75,4788,179,1-26507,09:50
172,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum1,5.67,9,851,150,22.77,2095,92,1-26507,09:50
173,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum5,11.51,23,1727,150,24.2,3679,152,1-26507,09:50
174,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum0,18.69,27,2803,150,24.43,6133,251,1-26507,09:50
175,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum3,23.23,34,3485,150,16.39,6834,417,1-26507,09:50
176,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum15,15.01,25,2251,150,17.5,3867,221,1-26507,09:50
177,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum4,24.18,33,3627,150,18.26,7432,407,1-26507,09:50
