,complexinfo,FREQUENCY,CELL_ID,ConnNoAvg,ConnNoMax,ConnNoTot,ConnNoCnt,ReleaseCallHoldingTimeAvg,ReleaseCallHoldingTimeTot,ReleaseCallHoldingTimeCnt,eNB,time
56,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum2,13.06,17,1959,150,19.79,2692,136,1-26507,09:20
57,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum1,7.93,13,1190,150,18.75,2831,151,1-26507,09:20
58,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum0,20.75,31,3113,150,21.83,6309,289,1-26507,09:20
59,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum17,8.45,13,1268,150,18.52,2204,119,1-26507,09:20
60,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum16,46.57,69,6985,150,13.95,13563,972,1-26507,09:20
61,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum7,26.23,40,3934,150,18.31,8388,458,1-26507,09:20
62,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum6,24.95,33,3742,150,15.88,6400,403,1-26507,09:20
63,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum14,12.51,18,1876,150,17.19,3559,207,1-26507,09:20
64,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum13,30.69,47,4604,150,16.32,9906,607,1-26507,09:20
65,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum12,19.35,27,2903,150,12.85,4999,389,1-26507,09:20
66,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum5,11.65,19,1747,150,24.62,3398,138,1-26507,09:20
67,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),1.8GHz(20M),cNum3,25.71,36,3857,150,15.79,7609,482,1-26507,09:20
68,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum11,7.34,11,1101,150,30.27,2512,83,1-26507,09:20
69,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),800MHz,cNum10,17.45,28,2618,150,11.65,4254,365,1-26507,09:20
70,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum15,21.31,30,3197,150,18.2,6080,334,1-26507,09:20
71,S동대문제기_동대문구B1LDN_10(1-26507):(09:15-09:20),2.1GHz(20M),cNum8,13.06,26,1959,150,26.24,4330,165,1-26507,09:20
72,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum8,15.23,24,2285,150,20.85,3231,155,1-26507,09:25
73,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum15,22.26,35,3339,150,18.97,5785,305,1-26507,09:25
74,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum13,31.73,49,4759,150,14.69,9488,646,1-26507,09:25
75,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum10,19.95,27,2993,150,15.65,4897,313,1-26507,09:25
76,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum9,23.71,35,3557,150,29.84,8654,290,1-26507,09:25
77,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum2,13.25,19,1988,150,25.69,3365,131,1-26507,09:25
78,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum1,6.21,14,931,150,20.25,2147,106,1-26507,09:25
79,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum0,18.25,30,2738,150,19.45,6380,328,1-26507,09:25
80,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum17,9.07,15,1361,150,17.89,2272,127,1-26507,09:25
81,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum16,49.29,72,7394,150,14.81,14733,995,1-26507,09:25
82,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum7,29.74,42,4461,150,19.23,9998,520,1-26507,09:25
83,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum14,10.77,19,1616,150,17.61,3170,180,1-26507,09:25
84,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),2.1GHz(20M),cNum6,24.17,37,3625,150,15.69,6417,409,1-26507,09:25
85,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum12,24.88,37,3732,150,13.22,5182,392,1-26507,09:25
86,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum5,12.63,20,1894,150,24.34,3626,149,1-26507,09:25
87,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum4,28.27,38,4241,150,27.83,10380,373,1-26507,09:25
88,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),1.8GHz(20M),cNum3,29.91,43,4487,150,15.98,7670,480,1-26507,09:25
89,S동대문제기_동대문구B1LDN_10(1-26507):(09:20-09:25),800MHz,cNum11,7.07,12,1061,150,15.73,1321,84,1-26507,09:25
90,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum15,19.98,27,2997,150,16.66,5216,313,1-26507,09:30
91,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum16,46.76,62,7014,150,13.46,13464,1000,1-26507,09:30
92,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum8,15.62,25,2343,150,21.91,4229,193,1-26507,09:30
93,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum7,28.24,43,4236,150,18.58,8642,465,1-26507,09:30
94,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum1,6.73,12,1009,150,19.05,2553,134,1-26507,09:30
95,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum14,11.65,21,1748,150,19.31,3495,181,1-26507,09:30
96,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum3,31.44,42,4716,150,20.96,9748,465,1-26507,09:30
97,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum6,22.17,31,3325,150,16.48,6511,395,1-26507,09:30
98,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum9,21.77,30,3265,150,24.25,6086,251,1-26507,09:30
99,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum12,28.41,38,4262,150,14.71,6163,419,1-26507,09:30
100,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum0,16.81,26,2521,150,17.14,4815,281,1-26507,09:30
101,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum5,10.59,18,1588,150,20.44,2984,146,1-26507,09:30
102,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum11,7.23,12,1085,150,33.96,2785,82,1-26507,09:30
103,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum4,24.05,35,3608,150,20.77,6605,318,1-26507,09:30
104,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),2.1GHz(20M),cNum17,7.63,13,1144,150,16.07,1960,122,1-26507,09:30
105,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum2,12.05,17,1807,150,21.91,2541,116,1-26507,09:30
106,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),800MHz,cNum10,22.62,31,3393,150,15.77,5867,372,1-26507,09:30
107,S동대문제기_동대문구B1LDN_10(1-26507):(09:25-09:30),1.8GHz(20M),cNum13,32.65,46,4898,150,14.29,9033,632,1-26507,09:30
108,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum7,21.11,41,3167,150,19.63,7007,357,1-26507,09:35
109,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum13,27.24,40,4086,150,16.88,9131,541,1-26507,09:35
110,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum11,4.36,9,654,150,20.18,1675,83,1-26507,09:35
111,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum17,8.65,14,1297,150,17.69,2141,121,1-26507,09:35
112,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum10,18.31,27,2746,150,30.02,10958,365,1-26507,09:35
113,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum3,24.69,36,3704,150,17.53,7381,421,1-26507,09:35
114,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum16,39.17,56,5876,150,13.66,11352,831,1-26507,09:35
115,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum12,21.33,33,3200,150,19.36,6872,355,1-26507,09:35
116,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum0,17.76,25,2664,150,15.69,4392,280,1-26507,09:35
117,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum9,22.19,32,3328,150,27.51,6575,239,1-26507,09:35
118,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum2,12.39,17,1858,150,28.13,4276,152,1-26507,09:35
119,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),800MHz,cNum1,6.61,13,991,150,19.48,2533,130,1-26507,09:35
120,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum5,10.99,21,1649,150,16.64,2379,143,1-26507,09:35
121,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum15,17.76,25,2664,150,18.54,5061,273,1-26507,09:35
122,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum8,12.56,20,1884,150,16.98,3175,187,1-26507,09:35
123,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),2.1GHz(20M),cNum6,21.9,30,3285,150,15.85,6087,384,1-26507,09:35
124,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum14,12.61,19,1891,150,19.91,3663,184,1-26507,09:35
125,S동대문제기_동대문구B1LDN_10(1-26507):(09:30-09:35),1.8GHz(20M),cNum4,23.55,34,3533,150,21.97,7360,335,1-26507,09:35
126,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum5,11.33,20,1699,150,21.81,3119,143,1-26507,09:40
127,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum11,5.39,11,809,150,17.77,1670,94,1-26507,09:40
128,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum10,16.91,24,2537,150,13.95,4353,312,1-26507,09:40
129,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum2,11.8,18,1770,150,50.8,7874,155,1-26507,09:40
130,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum1,7.95,13,1192,150,16.4,2444,149,1-26507,09:40
131,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum0,16.55,26,2482,150,16.77,5566,332,1-26507,09:40
132,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum16,42.79,62,6418,150,13.97,12488,894,1-26507,09:40
133,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum15,19.53,29,2930,150,17.73,4929,278,1-26507,09:40
134,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum6,19.36,31,2904,150,20.6,7912,384,1-26507,09:40
135,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum14,12.19,18,1828,150,18.64,3709,199,1-26507,09:40
136,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum13,24.56,33,3684,150,15.13,7143,472,1-26507,09:40
137,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum12,20.19,29,3028,150,14.69,4892,333,1-26507,09:40
138,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum4,20.3,30,3045,150,24.31,7876,324,1-26507,09:40
139,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),1.8GHz(20M),cNum3,22.96,40,3444,150,16.35,6311,386,1-26507,09:40
140,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),800MHz,cNum9,17.91,26,2686,150,17.71,3683,208,1-26507,09:40
141,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum17,8.46,15,1269,150,14.3,1744,122,1-26507,09:40
142,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum8,12.43,22,1865,150,18.44,3208,174,1-26507,09:40
143,S동대문제기_동대문구B1LDN_10(1-26507):(09:35-09:40),2.1GHz(20M),cNum7,24.67,38,3701,150,18.0,7706,428,1-26507,09:40
144,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum8,11.95,17,1792,150,19.14,3312,173,1-26507,09:45
145,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum5,10.54,21,1581,150,19.39,2617,135,1-26507,09:45
146,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum17,10.28,19,1542,150,16.29,2264,139,1-26507,09:45
147,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum9,20.37,35,3056,150,35.5,8590,242,1-26507,09:45
148,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum11,4.92,9,738,150,17.85,1642,92,1-26507,09:45
149,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum3,28.21,40,4232,150,15.87,7506,473,1-26507,09:45
150,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum4,24.52,35,3678,150,21.93,7610,347,1-26507,09:45
151,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum12,18.93,27,2840,150,12.48,3992,320,1-26507,09:45
152,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum13,31.27,44,4690,150,13.74,8916,649,1-26507,09:45
153,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum7,29.37,52,4405,150,20.42,9844,482,1-26507,09:45
154,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),1.8GHz(20M),cNum14,14.6,23,2190,150,21.89,4443,203,1-26507,09:45
155,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum6,19.95,29,2993,150,15.02,6006,400,1-26507,09:45
156,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum15,17.24,26,2586,150,15.86,4790,302,1-26507,09:45
157,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum0,17.3,26,2595,150,17.68,4421,250,1-26507,09:45
158,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum1,8.25,14,1237,150,17.07,2441,143,1-26507,09:45
159,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum2,9.84,16,1476,150,18.95,3089,163,1-26507,09:45
160,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),800MHz,cNum10,19.09,27,2864,150,20.89,7019,336,1-26507,09:45
161,S동대문제기_동대문구B1LDN_10(1-26507):(09:40-09:45),2.1GHz(20M),cNum16,35.75,56,5363,150,11.93,10032,841,1-26507,09:45
162,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum15,20.37,31,3056,150,16.38,4734,289,1-26507,09:50
163,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum17,8.87,15,1330,150,67.19,7727,115,1-26507,09:50
164,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum10,19.65,30,2947,150,12.63,4659,369,1-26507,09:50
165,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum11,5.06,10,759,150,18.05,1191,66,1-26507,09:50
166,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum12,19.29,28,2894,150,15.31,5021,328,1-26507,09:50
167,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum13,26.45,40,3968,150,13.7,7356,537,1-26507,09:50
168,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum6,22.96,30,3444,150,15.73,6180,393,1-26507,09:50
169,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum7,29.17,44,4375,150,17.98,8505,473,1-26507,09:50
170,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum14,14.3,25,2145,150,17.37,3908,225,1-26507,09:50
171,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum8,15.13,25,2269,150,19.93,3229,162,1-26507,09:50
172,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),2.1GHz(20M),cNum16,39.05,54,5858,150,13.07,10326,790,1-26507,09:50
173,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum0,17.74,26,2661,150,21.57,6082,282,1-26507,09:50
174,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum1,8.33,15,1250,150,19.05,2686,141,1-26507,09:50
175,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum2,8.98,16,1347,150,21.32,2452,115,1-26507,09:50
176,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),800MHz,cNum9,15.37,22,2305,150,16.65,3263,196,1-26507,09:50
177,S동대문제기_동대문구B1LDN_10(1-26507):(09:45-09:50),1.8GHz(20M),cNum3,29.03,45,4354,150,16.65,7042,423,1-26507,09:50
